"time","Net.y"
4800,-0.01797358649448677
4860,-0.01175171660955973
4860,-0.01175171660955973
4880,0.0006501150949481172
4960,0.02381230561484232
5040,0.01652457716226399
5040,0.01652457716226399
5120,0.02109640176914715
5200,0.01310226905355972
5220,0.01086720789669014
5220,0.01086720789669014
5280,-0.009450007359116547
5360,-0.01277660280729053
5400,-0.009856884790078926
5400,-0.009856884790078926
5440,0.001201754905123477
5520,0.008597787529091841
5580,0.00646003560106835
5580,0.00646003560106835
5600,0.008462854223901799
5680,0.01023041179119854
5760,0.005853999016132777
5760,0.005853999016132777
5840,-0.03307565254315662
5920,-0.02643867654075215
5940,-0.02253412710287093
5940,-0.02253412710287093
6000,-0.01325466640700199
6080,-0.005299348664162512
6120,-0.003124421497718772
6120,-0.003124421497718772
6160,0.005362953710953358
6240,0.009424083313543304
6300,0.006506844437427104
6300,0.006506844437427104
6320,0.01540600361795314
6400,0.02875616464460248
6480,0.01778268724359108
6480,0.01778268724359108
6560,-0.01963850547467605
6640,-0.01831379701191153
6660,-0.01581770749774429
6660,-0.01581770749774429
6720,-0.002890161155725712
6800,0.002635473482924275
6840,0.002549828511647373
6840,0.002549828511647373
6880,0.005251707667446401
6960,0.005403655473657718
7020,0.003444025086790577
7020,0.003444025086790577
7040,0.006068591957106691
7120,0.009723611363124668
7200,0.005895130325169738
7200,0.005895130325169738
7200.000001440012,0.005895129749109687
7200.000001440012,0.005895129749109687
7280,-0.06467051888860711
7360,0.01836732341501802
7380,0.02535635301538517
7380,0.02535635301538517
7440,0.04656076287577088
7520,0.03322667999220646
7560,0.02299174924328141
7560,0.02299174924328141
7600,-0.002194554170246301
7680,-0.01852768808521453
7740,-0.01387090783524512
7740,-0.01387090783524512
7760,-0.01518412221092756
7840,-0.01401357258600139
7920,-0.007463869085041721
7920,-0.007463869085041721
8000,0.05009713880509924
8080,0.03976525893279956
8100,0.03386781089577697
8100,0.03386781089577697
8160,-0.03218428310376476
8240,-0.04289596815642241
8280,-0.03309648166622508
8280,-0.03309648166622508
8320,0.02058885386299271
8400,0.0519628429846913
8460,0.03727713403918397
8460,0.03727713403918397
8480,0.02253938292812278
8560,-0.01070278837754317
8640,-0.01094490549345024
8640,-0.01094490549345024
8720,-0.02473390006753302
8800,-0.01679048322031619
8820,-0.014063370944706
8820,-0.014063370944706
8880,-0.001475738821280961
8960,0.003216707985984869
9000,0.002874223064984954
9000,0.002874223064984954
9040,0.004418860473079248
9120,0.004044308586396705
9180,0.00251304868020369
9180,0.00251304868020369
9200,0.0004674279037219402
9280,-0.003447022789461464
9360,-0.002469468934424951
9360,-0.002469468934424951
9440,0.003805496080359938
9520,0.003387571698526514
9540,0.002915412635862692
9540,0.002915412635862692
9600,-0.05997244277737621
9680,-0.05955463622112454
9720,-0.04436344917311921
9720,-0.04436344917311921
9760,0.002012617640334746
9840,0.03353778212097701
9900,0.02549088217320204
9900,0.02549088217320204
9920,0.01788094859943401
10000,-0.001036663351316211
10080,-0.003520092307481505
10080,-0.003520092307481505
10160,0.0002080656441302602
10240,0.0009398214052143075
10260,0.0008708040032441534
10260,0.0008708040032441534
10320,-0.003916302495692394
10400,-0.004149755179407754
10440,-0.003120738170210749
10440,-0.003120738170210749
10480,0.02125864497105967
10560,0.03182494705901899
10620,0.021683939698538
10620,0.021683939698538
10640,0.0121519361069679
10720,-0.008553064857373541
10800,-0.007802651376274763
10800,-0.007802651376274763
10800.00000216,-0.00780265145598665
10800.00000216,-0.00780265145598665
10880,-0.05763977102189002
10960,0.02637302960189403
10980,0.03237512794669208
10980,0.03237512794669208
11040,0.04104659617871403
11120,0.02537584065021459
11160,0.01688334923727955
11160,0.01688334923727955
11200,0.009496952474256129
11280,0.002085194524135654
11340,0.0004509160872416452
11340,0.0004509160872416452
11360,-0.003599443545230926
11440,-0.01023738033993834
11520,-0.006573770765979193
11520,-0.006573770765979193
11600,-0.004082083513797195
11680,-0.001926422649737004
11700,-0.001535675485968688
11700,-0.001535675485968688
11760,0.002912463898849738
11840,0.003315588378540455
11880,0.002509750909337292
11880,0.002509750909337292
11920,0.00506429189930277
12000,0.005317337595715304
12060,0.003425048266236152
12060,0.003425048266236152
12080,0.001913646511531672
12160,-0.001324064909886661
12240,-0.001205063798694718
12240,-0.001205063798694718
12320,0.001302373100247514
12400,0.001237749257111961
12420,0.001072012284021935
12420,0.001072012284021935
12480,-0.01284991654792945
12560,-0.01291412754637886
12600,-0.009637715484739993
12600,-0.009637715484739993
12640,0.01143945655729023
12720,0.02264061040892234
12780,0.01590292905371173
12780,0.01590292905371173
12800,0.001100040380598478
12880,-0.02719265282781613
12960,-0.01919037760312034
12960,-0.01919037760312034
13040,0.02369149700287987
13120,0.02179856283078162
13140,0.01881351869802247
13140,0.01881351869802247
13200,-0.01094584906127331
13280,-0.01716852665819815
13320,-0.01345952480934396
13320,-0.01345952480934396
13360,0.00241105367043124
13440,0.01286846328754469
13500,0.009595973545274769
13500,0.009595973545274769
13520,0.002001386590969482
13600,-0.01295894776183725
13680,-0.009394684783792082
13680,-0.009394684783792082
13760,-0.008687527118784297
13840,-0.004893575941512665
13860,-0.004005451531912825
13860,-0.004005451531912825
13920,0.00822731668238188
14000,0.009316356500280759
14040,0.007050752737867325
14040,0.007050752737867325
14080,0.003731727361002279
14160,0.0002900347791754839
14220,-0.0002655757828986636
14220,-0.0002655757828986636
14240,0.00161805367241848
14320,0.004914734086085143
14400,0.003212177099542912
14400,0.003212177099542912
14400.00000288019,0.003212177028748632
14400.00000288019,0.003212177028748632
14480,-0.04789728625782659
14560,0.03172016451870337
14580,0.03673203384034995
14580,0.03673203384034995
14640,0.08400554529091213
14720,0.0659277638410707
14760,0.04688211012189783
14760,0.04688211012189783
14800,-0.01397995537680108
14880,-0.0513876764571722
14940,-0.03755741412601308
14940,-0.03755741412601308
14960,-0.02459216878470353
15040,0.005904267710073098
15120,0.007926380145287704
15120,0.007926380145287704
15200,0.02451157874859971
15280,0.01716936212992734
15300,0.01443060307959033
15300,0.01443060307959033
15360,-0.02265667888314699
15440,-0.02692218164839245
15480,-0.02050911091207545
15480,-0.02050911091207545
15520,0.003309991683429905
15600,0.01894753742852188
15660,0.0141393995522838
15660,0.0141393995522838
15680,0.0107880449612621
15760,0.001793664009218858
15840,-0.0004171226017636721
15840,-0.0004171226017636721
15920,-0.00014748689277893
16000,3.554166892111717e-05
16020,4.675770232251769e-05
16020,4.675770232251769e-05
16080,-0.03306341733620518
16160,-0.03230116190450363
16200,-0.0240054196832164
16200,-0.0240054196832164
16240,0.001684146285883975
16320,0.01896303525412969
16380,0.01434002019690674
16380,0.01434002019690674
16400,0.01358565169318537
16480,0.008835096530158201
16560,0.004075016334433902
16560,0.004075016334433902
16640,0.01105211814342739
16720,0.007811359345123302
16740,0.006580523051273247
16740,0.006580523051273247
16800,0.01894526284888747
16880,0.0162996600557754
16920,0.01188292253838839
16920,0.01188292253838839
16960,-0.02203228113995067
17040,-0.03890163524471504
17100,-0.027003584701606
17100,-0.027003584701606
17120,-0.02647555746199639
17200,-0.01947597493437371
17280,-0.009618766956219901
17280,-0.009618766956219901
17360,0.02468260399168935
17440,0.02058457147126635
17460,0.01760715746230287
17460,0.01760715746230287
17520,-0.03345916162270555
17600,-0.0386664116681535
17640,-0.02937481583865845
17640,-0.02937481583865845
17680,-0.01148546446637284
17760,0.004477964743830338
17820,0.004951867681313213
17820,0.004951867681313213
17840,0.01761829264389611
17920,0.03719888629541859
18000,0.02327383363975862
18000,0.02327383363975862
18000.00000360018,0.02327383358951835
18000.00000360018,0.02327383358951835
18080,-0.02980191739545981
18160,0.04195765748894362
18180,0.04512318542988337
18180,0.04512318542988337
18240,0.03203585768410759
18320,0.01249761966423301
18360,0.006905557956982342
18360,0.006905557956982342
18400,-0.009685861896498296
18480,-0.01766169489036183
18540,-0.01220953200823957
18540,-0.01220953200823957
18560,-0.01115313697483113
18640,-0.006641973201988685
18720,-0.002960808163855507
18720,-0.002960808163855507
18800,0.01529826277923558
18880,0.01223049620472336
18900,0.01042175616933925
18900,0.01042175616933925
18960,0.009513699975820231
19040,0.005754333464493403
19080,0.003900874173858386
19080,0.003900874173858386
19120,-0.01794398388965921
19200,-0.02763327724059644
19260,-0.01887585940739495
19260,-0.01887585940739495
19280,-0.01519564746019
19360,-0.004847780173431683
19440,-0.001105160263137998
19440,-0.001105160263137998
19520,0.012187667774114
19600,0.009466493177187984
19620,0.008041364645935674
19620,0.008041364645935674
19680,-0.00331112864671947
19760,-0.005948627149985891
19800,-0.004707964248477458
19800,-0.004707964248477458
19840,0.01688875817130174
19920,0.02689999476407492
19980,0.01847786017099416
19980,0.01847786017099416
20000,0.008519082801315721
20080,-0.01221178788408573
20160,-0.009817644562304854
20160,-0.009817644562304854
20240,0.0258677096508246
20320,0.02175666136243458
20340,0.01863730013609899
20340,0.01863730013609899
20400,-0.02151942168127353
20480,-0.0273691945412682
20520,-0.02102075244160391
20520,-0.02102075244160391
20560,-0.006821464976267337
20640,0.005215530391832187
20700,0.004915599498901939
20700,0.004915599498901939
20720,0.001617587486984424
20800,-0.005263915075168501
20880,-0.003979670404041265
20880,-0.003979670404041265
20960,-0.01232315707121356
21040,-0.00870218305796781
21060,-0.007323278311683123
21060,-0.007323278311683123
21120,0.00472971843342445
21200,0.007060108647649126
21240,0.005502355051901619
21240,0.005502355051901619
21280,0.01720057450351921
21360,0.02011807686565481
21420,0.01320921072731747
21420,0.01320921072731747
21440,0.02215824185412394
21520,0.03422292741633631
21600,0.02061477352980336
21600,0.02061477352980336
21600.00000432003,0.02061476988135446
21600.00000432003,0.02061476988135446
21680,-0.07440614368553798
21760,0.00823302599450799
21780,0.01653319400239318
21780,0.01653319400239318
21840,0.02472762400381585
21920,0.01498649347454936
21960,0.009773231046953192
21960,0.009773231046953192
22000,-0.005294878380419298
22080,-0.01379774624605462
22140,-0.009851844609799643
22140,-0.009851844609799643
22160,-0.01356197394302975
22240,-0.01744756609227489
22320,-0.01014011185951088
22320,-0.01014011185951088
22400,-0.01284743905631312
22480,-0.008048659967875982
22500,-0.006686953988881139
22500,-0.006686953988881139
22560,0.008603434852574086
22640,0.01058735627087596
22680,0.008092664519331451
22680,0.008092664519331451
22720,-0.008798984244978783
22800,-0.01793823814415734
22860,-0.01264288802719983
22860,-0.01264288802719983
22880,0.006271474994410077
22960,0.04067028843717996
23040,0.02750358267093539
23040,0.02750358267093539
23120,0.002503974318799305
23200,-0.003196635588649555
23220,-0.003141931127409619
23220,-0.003141931127409619
23280,-0.03404252038107034
23360,-0.03197994092514653
23400,-0.02361150345180103
23400,-0.02361150345180103
23440,0.001868479244542
23520,0.01890574374869018
23580,0.0142651733120202
23580,0.0142651733120202
23600,0.01512053866769203
23680,0.01307002767033747
23760,0.006806163931234987
23760,0.006806163931234987
23840,0.003664080570980149
23920,0.001635691251123271
23940,0.001295625708841741
23940,0.001295625708841741
24000,-0.01257956240401465
24080,-0.01267513979500315
24120,-0.009456112605312365
24120,-0.009456112605312365
24160,-0.0002023519539870063
24240,0.006272269634798365
24300,0.004843509747527471
24300,0.004843509747527471
24320,-0.001825081951094277
24400,-0.01412926753916022
24480,-0.009626881679394099
24480,-0.009626881679394099
24560,-0.01877411463479223
24640,-0.01262035385425188
24660,-0.0105639314768617
24660,-0.0105639314768617
24720,0.02517219596806286
24800,0.02806964929501529
24840,0.02122450959871374
24840,0.02122450959871374
24880,0.005007531770980676
24960,-0.007802379404167488
25020,-0.006655181693866893
25020,-0.006655181693866893
25040,-0.004809057124535336
25120,4.103776956797107e-05
25200,0.0008063252598046703
25200,0.0008063252598046703
25200.00000504006,0.0008063215830074029
25200.00000504006,0.0008063215830074029
25280,-0.08614125126119172
25360,0.002764719342304062
25380,0.01217611095083118
25380,0.01217611095083118
25440,0.03888311699996616
25520,0.03014538087215614
25560,0.0211670514145341
25560,0.0211670514145341
25600,0.03239207066765003
25680,0.0308645772627042
25740,0.01955070634191209
25740,0.01955070634191209
25760,0.02452284576117394
25840,0.02876688186471663
25920,0.01648408921514853
25920,0.01648408921514853
26000,-0.05146075698375233
26080,-0.04245186084440344
26100,-0.03628384909399911
26100,-0.03628384909399911
26160,0.02959363523773825
26240,0.04124004726188877
26280,0.03196515247007341
26280,0.03196515247007341
26320,0.02297754935776829
26400,0.009581251320459082
26460,0.004323754687948065
26460,0.004323754687948065
26480,-0.01664360484422839
26560,-0.05204542123445997
26640,-0.03378518638535836
26640,-0.03378518638535836
26720,3.161599484560161e-05
26800,0.006248698251125199
26820,0.005822252433051585
26820,0.005822252433051585
26880,0.01342197320575332
26960,0.01090652731990819
27000,0.007846983175149614
27000,0.007846983175149614
27040,-0.005174743144496963
27120,-0.01257960722863468
27180,-0.00897655962482255
27180,-0.00897655962482255
27200,0.001864309019435153
27280,0.02200348526604633
27360,0.01511670565354688
27360,0.01511670565354688
27440,-0.006668300825260281
27520,-0.007944031470409752
27540,-0.00698189462310252
27540,-0.00698189462310252
27600,0.03299879773710385
27680,0.03467958124406521
27720,0.02604382977305899
27720,0.02604382977305899
27760,-0.0241086688262613
27840,-0.05173490468095901
27900,-0.03660658867050003
27900,-0.03660658867050003
27920,-0.02391096672112043
28000,0.00567271722676819
28080,0.00761147228643363
28080,0.00761147228643363
28160,0.000519297154500622
28240,-0.00118406112111078
28260,-0.001147888327707447
28260,-0.001147888327707447
28320,-0.02574855814727098
28400,-0.02468720841277414
28440,-0.01829054545259068
28440,-0.01829054545259068
28480,0.02421661326731925
28560,0.04643247415473854
28620,0.03250949483455622
28620,0.03250949483455622
28640,0.03149054080192599
28720,0.02236674193683149
28800,0.01086826003729208
28800,0.01086826003729208
28800.00000576041,0.01086825535638652
28800.00000576041,0.01086825535638652
28880,0.01800952273767637
28960,-0.05709682460874469
28980,-0.05847163031701373
28980,-0.05847163031701373
29040,-0.02716586604131201
29120,-0.003011744609058362
29160,0.0006676484319403031
29160,0.0006676484319403031
29200,0.0109824552721376
29280,0.01408677452667816
29340,0.009274415228542443
29340,0.009274415228542443
29360,-0.004961731288638528
29440,-0.03065969540383187
29520,-0.02067335295769415
29520,-0.02067335295769415
29600,-0.006510885514351031
29680,-0.001153737138763554
29700,-0.0006575745357708122
29700,-0.0006575745357708122
29760,-0.006846360666352239
29840,-0.006606969612831785
29880,-0.004917787653571985
29880,-0.004917787653571985
29920,0.01491602196815657
30000,0.02421550434119895
30060,0.01666060763596077
30060,0.01666060763596077
30080,0.0128386036606517
30160,0.002722313110922412
30240,-3.155195234985858e-05
30240,-3.155195234985858e-05
30320,0.0174721680392046
30400,0.01350209265293171
30420,0.01147725195620163
30420,0.01147725195620163
30480,-0.05531071603709981
30560,-0.05787817267814854
30600,-0.04342068405099347
30600,-0.04342068405099347
30640,0.006542817639283845
30720,0.03928457800747349
30780,0.02932894435822793
30780,0.02932894435822793
30800,0.02203264050950635
30880,0.00279954606286981
30960,-0.001459848016804307
30960,-0.001459848016804307
31040,-0.009478247882985257
31120,-0.006858293979548982
31140,-0.005778797270074353
31140,-0.005778797270074353
31200,0.006249624657891847
31280,0.008033185457626464
31320,0.006172347255645782
31320,0.006172347255645782
31360,-0.0405572096604043
31440,-0.06091534580432269
31500,-0.04152262645700883
31500,-0.04152262645700883
31520,-0.01117825536756923
31600,0.04859860894121141
31680,0.03564782693274877
31680,0.03564782693274877
31760,0.05866977497487683
31840,0.03829103163378783
31860,0.03193983780878784
31860,0.03193983780878784
31920,0.00102104191926699
32000,-0.009522633314878168
32040,-0.00816297314439722
32040,-0.00816297314439722
32080,-0.02953093317457347
32160,-0.03525806168605324
32220,-0.02319844693665688
32220,-0.02319844693665688
32240,-0.009587438926230119
32320,0.01806588871484058
32400,0.01403127725714809
32400,0.01403127725714809
32400.00000648024,0.01403127685987617
32400.00000648024,0.01403127685987617
32480,0.05800936302040277
32560,-0.02723875611851425
32580,-0.03320601819081633
32580,-0.03320601819081633
32640,-0.04566996974997849
32720,-0.02956647629325876
32760,-0.01996074392176938
32760,-0.01996074392176938
32800,-0.01932202505698952
32880,-0.01367404115865558
32940,-0.008077465680700361
32940,-0.008077465680700361
32960,-0.01820495171958311
33040,-0.03353494919203535
33120,-0.02075703278338419
33120,-0.02075703278338419
33200,0.02641997986139138
33280,0.02406637636209972
33300,0.02074586786577576
33300,0.02074586786577576
33360,0.01025514506053337
33440,0.002872468515779174
33480,0.00136238173880398
33480,0.00136238173880398
33520,0.01372789567105232
33600,0.01842010223477353
33660,0.01239625029308041
33660,0.01239625029308041
33680,-0.003758811531944766
33760,-0.03338422479745631
33840,-0.02276478076136969
33840,-0.02276478076136969
33920,0.004236918669541433
34000,0.00749785008092162
34020,0.006721582045095193
34020,0.006721582045095193
34080,0.006773540278591545
34160,0.004184472840607926
34200,0.002834374587948197
34200,0.002834374587948197
34240,-4.62002109936659e-05
34320,-0.00195204219309086
34380,-0.001481637640296234
34380,-0.001481637640296234
34400,-0.005484161522422035
34480,-0.01178744018525108
34560,-0.007408561407104212
34560,-0.007408561407104212
34640,0.01093106842424297
34720,0.009747346282837155
34740,0.008388704715901918
34740,0.008388704715901918
34800,0.03638890513273332
34880,0.03264589260500918
34920,0.02394861593879059
34920,0.02394861593879059
34960,-0.012413828790434
35040,-0.0338100027193061
35100,-0.02433610503465477
35100,-0.02433610503465477
35120,-0.01137775081806434
35200,0.01589796227754694
35280,0.01287509721598172
35280,0.01287509721598172
35360,-0.01444842293495602
35440,-0.0135851577706732
35460,-0.01174885470208129
35460,-0.01174885470208129
35520,0.02656650123294785
35600,0.02999404091773739
35640,0.02273039175698651
35640,0.02273039175698651
35680,-0.008725558155556564
35760,-0.02802312439250556
35820,-0.02040326955598645
35820,-0.02040326955598645
35840,0.002172539081221836
35920,0.04458786893560297
36000,0.03089249773556716
36000,0.03089249773556716
36000.00000720016,0.0308924892170173
36000.00000720016,0.0308924892170173
36080,-1.15071377515842
36160,-1.303818622249186
36180,-1.166638539938966
36180,-1.166638539938966
36240,-0.6925385962886438
36320,-0.2600118156846075
36360,-0.1466718075317965
36360,-0.1466718075317965
36400,-0.1171599773945838
36480,-0.07451460129200535
36540,-0.04397303240648395
36540,-0.04397303240648395
36560,-0.02289540074546674
36640,0.02054690623087353
36720,0.01751710370062216
36720,0.01751710370062216
36800,0.06871868086639038
36880,0.04934742041677449
36900,0.04160535688684137
36900,0.04160535688684137
36960,-0.02819238972206992
37040,-0.04143048712081493
37080,-0.03224697557596019
37080,-0.03224697557596019
37120,-0.02105854613746242
37200,-0.00666680865692393
37260,-0.002330345163563273
37260,-0.002330345163563273
37280,-0.004224620894986897
37360,-0.007337185899240524
37440,-0.004586862716932691
37440,-0.004586862716932691
37520,-0.001073859358826549
37600,1.259390629969977e-05
37620,7.974454461625849e-05
37620,7.974454461625849e-05
37680,-0.007584237090423999
37760,-0.007463295532414167
37800,-0.005555780049531709
37800,-0.005555780049531709
37840,0.01384998470081236
37920,0.02317194950862121
37980,0.01599565390227397
37980,0.01599565390227397
38000,0.01855336202880374
38080,0.019205652492884
38160,0.01062768196242435
38160,0.01062768196242435
38240,-0.005942004561799693
38320,-0.006438636288644202
38340,-0.005617761760283026
38340,-0.005617761760283026
38400,-0.02251532651264725
38480,-0.02001561499734007
38520,-0.01466002437506963
38520,-0.01466002437506963
38560,-0.0007127044975117601
38640,0.009092277974672405
38700,0.007063340243571555
38700,0.007063340243571555
38720,0.01127482730749486
38800,0.01652822871449112
38880,0.009823989686203266
38880,0.009823989686203266
38960,-0.01787399546240912
39040,-0.01549173416505016
39060,-0.01329765150701757
39060,-0.01329765150701757
39120,0.02119155441117224
39200,0.02524026672081028
39240,0.01924470245661157
39240,0.01924470245661157
39280,-0.02419697366969333
39360,-0.04721246317882801
39420,-0.03313253049624371
39420,-0.03313253049624371
39440,-0.0110298244756847
39520,0.03335897976675024
39600,0.02501222064604461
39600,0.02501222064604461
39680,0.001770489387947812
39760,-0.00340403430786516
39780,-0.003295377080632284
39780,-0.003295377080632284
39840,-0.01481907448854032
39920,-0.0131749361774795
39960,-0.009632571192086097
39960,-0.009632571192086097
40000,-0.02373855126377594
40000,-0.02373855126377594
