"time","as7.y","add.y"
31860,207059090.7836741,203568046.1549357
31920,207059090.7836741,205253300.3432789
32000,207059090.7836741,207092120.3119879
32040,207059090.7836741,207342844.2857904
32040,210684730.8029903,207342844.2857904
32080,210684730.8029903,208575741.1134157
32160,210684730.8029903,211522577.3632447
32220,210684730.8029903,211832732.3246574
32220,208029758.5545346,211832732.3246574
32240,208029758.5545346,211508151.2639384
32320,208029758.5545346,208422764.2590464
32400,208029758.5545346,207438030.6981845
32400,207770443.0424875,207438030.6981845
32400.00000648024,207770443.0424875,207438030.6889857
32400.00000648024,177770443.0424875,207438030.6889857
32480,177770443.0424875,169255890.7689373
32560,177770443.0424875,175450863.0296265
32580,177770443.0424875,176790715.0157536
32580,179528512.1168188,176790715.0157536
32640,179528512.1168188,179807283.9861788
32720,179528512.1168188,180920527.1667817
32760,179528512.1168188,180704033.5626673
32760,180577137.4643373,180704033.5626673
32800,180577137.4643373,180726253.1722135
32880,180577137.4643373,181104132.2690182
32940,180577137.4643373,181026618.3719945
32940,183834538.4230556,181026618.3719945
32960,183834538.4230556,181261784.0621822
33040,183834538.4230556,184188307.3498454
33120,183834538.4230556,184856534.9976622
33120,180123136.4677562,184856534.9976622
33200,180123136.4677562,181229817.4254878
33280,180123136.4677562,179262590.5037671
33300,180123136.4677562,179200563.1239706
33300,180252154.1884345,179200563.1239706
33360,180252154.1884345,179484846.6655946
33440,180252154.1884345,179974438.0231239
33480,180252154.1884345,180108608.1244467
33480,178241045.6277816,180108608.1244467
33520,178241045.6277816,179514885.5876176
33600,178241045.6277816,177857912.4381958
33660,178241045.6277816,177645112.9717727
33660,182149681.5501993,177645112.9717727
33680,182149681.5501993,178033358.3617859
33760,182149681.5501993,182070923.4316036
33840,182149681.5501993,183197912.2773901
33840,180676490.7749326,183197912.2773901
33920,180676490.7749326,181539751.5077626
34000,180676490.7749326,180503171.4850748
34020,180676490.7749326,180437876.890455
34020,180340091.1763124,180437876.890455
34080,180340091.1763124,180236948.6678326
34160,180340091.1763124,180142524.4732466
34200,180340091.1763124,180175847.8099588
34200,180621544.7073545,180175847.8099588
34240,180621544.7073545,180314663.9282993
34320,180621544.7073545,180625535.4330809
34380,180621544.7073545,180683727.8381646
34380,181802325.1261581,180683727.8381646
34400,181802325.1261581,180789557.058685
34480,181802325.1261581,181901837.5609253
34560,181802325.1261581,182163547.762276
34560,180317123.4986621,182163547.762276
34640,180317123.4986621,180734763.0678735
34720,180317123.4986621,179963411.7588138
34740,180317123.4986621,179940808.645293
34740,176559317.582982,179940808.645293
34800,176559317.582982,177726591.5680825
34880,176559317.582982,175455826.3300553
34920,176559317.582982,175378618.091145
34920,180905395.9094861,175378618.091145
34960,180905395.9094861,177038634.3083805
35040,180905395.9094861,181267906.9393553
35100,180905395.9094861,181989023.4165044
35100,178397908.8393688,181989023.4165044
35120,178397908.8393688,181734615.0993
35200,178397908.8393688,178844370.7377664
35280,178397908.8393688,177871523.218854
35280,180537747.3865297,177871523.218854
35360,180537747.3865297,179860952.6370952
35440,180537747.3865297,181010176.0902161
35460,180537747.3865297,181051048.192464
35460,176635742.9224911,181051048.192464
35520,176635742.9224911,178554302.834111
35600,176635742.9224911,175797866.8778685
35640,176635742.9224911,175589372.9445893
35640,180336183.223985,175589372.9445893
35680,180336183.223985,176962235.8393177
35760,180336183.223985,180589528.5640954
35820,180336183.223985,181231752.4906889
35820,174958662.1145054,181231752.4906889
35840,174958662.1145054,180731176.0098702
35920,174958662.1145054,175158466.4425603
36000,174958662.1145054,173553367.6509835
36000,179969087.8599897,173553367.6509835
36000.00000720016,179969087.8599897,173553367.6519027
36000.00000720016,149969087.8599897,173553367.6519027
36080,149969087.8599897,78800143.45733875
36160,149969087.8599897,182569392.2681546
36180,149969087.8599897,190726280.3953739
36180,149189257.1067728,190726280.3953739
36240,149189257.1067728,188605696.3429893
36320,149189257.1067728,168554614.6305816
36360,149189257.1067728,160993771.508002
36360,154940228.5087985,160993771.508002
36400,154940228.5087985,157854045.8265658
36480,154940228.5087985,157930407.2211561
36540,154940228.5087985,157347517.137717
36540,151383047.6269414,157347517.137717
36560,151383047.6269414,156722733.6370708
36640,151383047.6269414,152164304.2666302
36720,151383047.6269414,150682778.6371044
36720,144916782.0996204,150682778.6371044
36800,144916782.0996204,145290513.705018
36880,144916782.0996204,142810245.185534
36900,144916782.0996204,142850108.8379555
36900,150830198.6659524,142850108.8379555
36960,150830198.6659524,147103429.0421927
37040,150830198.6659524,151778016.7267387
37080,150830198.6659524,152231739.8079891
37080,150658622.5465138,152231739.8079891
37120,150658622.5465138,152043730.9688099
37200,150658622.5465138,151249252.5421634
37260,150658622.5465138,150893422.5894519
37260,151391261.5849454,150893422.5894519
37280,151391261.5849454,150889789.3580483
37360,151391261.5849454,151465421.2022464
37440,151391261.5849454,151613789.2878699
37440,151303020.8866893,151613789.2878699
37520,151303020.8866893,151446290.1000161
37600,151303020.8866893,151327939.682115
37620,151303020.8866893,151315511.2646667
37620,152211686.1547213,151315511.2646667
37680,152211686.1547213,151856124.0269144
37760,152211686.1547213,152444637.6441422
37800,152211686.1547213,152477072.9141375
37800,149516398.2397886,152477072.9141375
37840,149516398.2397886,151537779.1591952
37920,149516398.2397886,149122732.2987325
37980,149516398.2397886,148768899.8711643
37980,148049974.2353695,148768899.8711643
38000,148049974.2353695,148675210.6516895
38080,148049974.2353695,147594619.4551675
38160,148049974.2353695,147481841.5625827
38160,149126776.712071,147481841.5625827
38240,149126776.712071,148679198.1395487
38320,149126776.712071,149331880.809087
38340,149126776.712071,149361085.7879747
38340,151416074.7030773,149361085.7879747
38400,151416074.7030773,150723338.2512978
38480,151416074.7030773,152098219.7305943
38520,151416074.7030773,152141110.2889687
38520,150031630.4128476,152141110.2889687
38560,150031630.4128476,151547558.8038456
38640,150031630.4128476,150044708.3539167
38700,150031630.4128476,149744356.9512002
38700,148556519.7316888,149744356.9512002
38720,148556519.7316888,149607105.5078605
38800,148556519.7316888,148304132.2222431
38880,148556519.7316888,148057059.6721758
38880,150876047.3963415,148057059.6721758
38960,150876047.3963415,150276101.6596648
39040,150876047.3963415,151450307.5582755
39060,150876047.3963415,151480220.5070893
39060,147520086.6997037,151480220.5070893
39120,147520086.6997037,149280630.9835011
39200,147520086.6997037,146844083.2811263
39240,147520086.6997037,146646057.9616749
39240,153237171.8744659,146646057.9616749
39280,153237171.8744659,148658318.0400384
39360,153237171.8744659,153926419.3802488
39420,153237171.8744659,154755784.4879038
39420,148611957.4127477,154755784.4879038
39440,148611957.4127477,154278268.4259081
39520,148611957.4127477,149147318.6153513
39600,148611957.4127477,147533893.5958317
39600,149578631.7356105,147533893.5958317
39680,149578631.7356105,148711790.7456891
39760,149578631.7356105,149568518.5611881
39780,149578631.7356105,149641092.3595416
39780,151074957.5592345,149641092.3595416
39840,151074957.5592345,150609815.2279274
39920,151074957.5592345,151526557.7737826
39960,151074957.5592345,151553435.7711432
39960,153734169.3815948,151553435.7711432
40000,153734169.3815948,152349912.9586345
40000,153734169.3815948,152349912.9586345
